t,v_true,v_ml,v_ml_raw,v_ekf_pre,v_ekf_post
44369,8.330555555555556,6.230224830627441,5.273224830627441,6.272142799709588,6.25442468998635
44379,8.330555555555556,5.7687690086364745,4.811769008636475,6.632067650596199,6.25625876129594
59249,8.450000000000001,6.150865299224853,5.1938652992248535,9.14145167915263,7.951444670004121
59259,8.450000000000001,5.924185974121094,4.967185974121094,7.770798543265461,7.022925012418821
59269,8.450000000000001,5.72228263092041,4.76528263092041,6.40104836989189,6.118244554215467
59279,8.450000000000001,4.984722358703613,4.027722358703613,5.916461765056769,5.523415583506343
59289,8.450000000000001,5.371770126342773,4.414770126342773,6.018021259861379,5.7373279473372945
59299,8.450000000000001,6.222530109405517,5.265530109405518,5.926555601988175,6.054149636102223
59309,8.450000000000001,5.69916365814209,4.74216365814209,6.336032464353096,6.088576425665684
59319,8.450000000000001,5.701978427886963,4.744978427886963,5.576912847439609,5.62726215127683
59329,8.802777777777777,5.892050010681152,4.935050010681152,4.819452125138312,5.2356475990999245
59339,8.802777777777777,6.318289501190185,5.3612895011901855,3.4612533499770515,4.589409762662296
59349,8.802777777777777,5.658547145843506,4.701547145843506,5.335700222287808,5.458493428049806
59359,8.802777777777777,5.859221202850342,4.902221202850342,4.544037068985314,5.069566905576225
59369,8.802777777777777,5.792680961608887,4.835680961608887,3.32534457494004,4.279138461017115
59379,8.802777777777777,6.251696807861328,5.294696807861328,3.8408567448932684,4.8522624592860994
59389,8.802777777777777,6.90956233215332,5.95256233215332,3.6126736065250924,4.962586877416007
59399,8.802777777777777,5.261224014282226,4.304224014282227,3.9164511036962115,4.45481223162237
59409,8.802777777777777,5.645629627227783,4.688629627227783,3.8939757079286705,4.636136551666508
59419,8.036111111111111,5.6835334129333495,4.72653341293335,5.553521780620344,5.608567671202273
59429,8.036111111111111,4.928951723098755,3.971951723098755,5.272119989118476,5.125636277699972
59439,8.036111111111111,5.4482123680114745,4.491212368011475,3.637838341236873,4.396275466663606
59449,8.036111111111111,5.9318010635375975,4.974801063537598,4.116609010445003,4.854114419538995
59459,8.036111111111111,6.2069547004699706,5.249954700469971,5.478665781731921,5.793621754027223
59469,8.036111111111111,6.6765472717285155,5.719547271728516,5.6311578114529155,6.091038730792781
59479,8.036111111111111,5.233437282562256,4.276437282562256,5.465743275399294,5.366920155493581
59489,8.036111111111111,6.306781513214111,5.349781513214111,4.7251323341324705,5.4080451490952814
59499,9.033333333333333,6.038740856170654,5.081740856170654,5.636863795703015,5.810734428232921
59509,9.033333333333333,5.710002643585205,4.753002643585205,4.224803205666282,4.847730064192144
59519,9.033333333333333,5.573490840911865,4.616490840911865,5.044442064924916,5.274679509861266
59529,9.033333333333333,6.449599010467529,5.492599010467529,5.558677552213113,5.945722070008175
