round,Naive,Ridge,RF,XGBoost,MLP
S-Vw4,125.62666354619945,685.2596223330249,113.86589428455609,66.35151420653489,65.10840569532861
S-Vtb5,123.41594748552555,592.045184086485,55.81541942594493,49.191425947198866,84.07153471430594
S-Vta1a,12.173408068970327,5.378906959195668,5.255697863665398,4.801349553489106,4.577866061963196
S-Vtb2,68.02131229093753,1338.3442195489172,39.485959103928266,49.32895647857985,54.70318971361496
